track,task_id,property,gold,unit,value_transform,old_lower_tolerance,old_upper_tolerance,candidate_lower_tolerance,candidate_upper_tolerance,interval_space,zero_lower_bound,zero_upper_bound,score90_lower_bound,score90_upper_bound,review_status,issue_origin,assessment,required_evidence,sources
property_calculation_advanced,property_calculation_advanced_009_homo_lumo_gap,homo_lumo_gap,7.26,eV,identity,2.0,2.0,4.62,4.62,x,2.6399999999999997,11.879999999999999,6.798,7.7219999999999995,protocol_definition_required,candidate_widens_unresolved_systematic_gap,HOMO-LUMO应指定轨道模型，不能用fundamental/optical gap替代；4.62 eV没有同协议误差依据。0 eV仍得零分。,核对gold的电子结构方法、几何与gap定义；调查四组共同约3.56 eV的原因。,R9
property_calculation_advanced,property_calculation_advanced_010_hbond_distances,oh_bond_distance,1.029,angstrom,absolute,0.3,0.3,0.3,0.3,abs(x),0.7289999999999999,1.329,0.9989999999999999,1.059,inherited_sign_issue,preexisting_transform_and_width_unchanged,absolute变换使负距离满分；0.3 Å是零分宽度，90分需0.03 Å，不能只凭支撑宽就否定其高分精度。,先记录负距离域缺失；分别校准共价O-H及H...O，固定优化方法与目标原子。,LOCAL
property_calculation_advanced,property_calculation_advanced_010_hbond_distances,h_o_contact_distance,1.485,angstrom,absolute,0.3,0.3,0.3,0.3,abs(x),1.185,1.7850000000000001,1.455,1.5150000000000001,inherited_sign_issue,preexisting_transform_and_width_unchanged,absolute变换使负距离满分；0.3 Å是零分宽度，90分需0.03 Å，不能只凭支撑宽就否定其高分精度。,先记录负距离域缺失；分别校准共价O-H及H...O，固定优化方法与目标原子。,LOCAL
property_calculation_advanced,property_calculation_advanced_011_accessible_pore_volume_ratio,accessible_to_inaccessible_volume_ratio,1.713,ratio,identity,0.5,0.5,2.07,2.07,x,-0.35699999999999976,3.783,1.506,1.9200000000000002,candidate_domain_regression,introduced_by_widening,支撑下界-0.357；-0.1候选得12.42而原为0。NAV孔穴体积不必等于cell体积减AV。,原始Zeo++输出字段、探针/通道半径、原子半径、周期可达性和采样误差。,R8
property_calculation_advanced,property_calculation_advanced_012_carboxyl_hydrogen_distance,carboxyl_hydrogen_distance,2.521,angstrom,identity,0.5,0.5,0.183,0.183,x,2.338,2.7039999999999997,2.5027,2.5393,independent_calibration,candidate_scale_choice,90分距离误差0.0183 Å可作候选；当前要求寻找最低构象，不能把搜索/排序不确定性当单帧坐标噪声。,独立构象搜索、能量排序、原子映射和几何复现。,LOCAL
property_calculation_advanced,property_calculation_advanced_013_halogen_bond_energy,halogen_bond_interaction_energy,-17.11,kcal/mol,absolute,5.0,5.0,1.51,1.51,abs(x),15.6,18.62,16.959,17.261,inherited_sign_issue,preexisting_transform_unchanged,正的17.11 kcal/mol与负gold同得100；I端相互作用在题面已给出，但几何/方法仍未冻结。,单列保号修复，核查相对论/基组、几何、CP及能量定义。,LOCAL
property_calculation_advanced,property_calculation_advanced_014_bay069_pka,pka,5.7,pKa,identity,2.0,2.0,0.628,0.628,x,5.072,6.328,5.6372,5.7628,protocol_definition_required,candidate_scale_choice,90分要求0.0628 pKa；SAMPL6跨分子RMSE不是BAY-069的测量不确定度，不能直接定零分阈值。,具体实验来源、溶剂/温度、微观/宏观与质子化位点定义。,R11
property_calculation_advanced,property_calculation_advanced_015_formaldehyde_socme,spin_orbit_coupling_matrix_element,0.00734,eV,log10,1.0,1.0,1.0,1.0,x,0.0007340000000000001,0.0734,0.005830369242876226,0.009240512522569189,independent_calibration,unchanged_log_width,十倍零分误差、1.259倍高分误差的log尺度可解释；单位换算支持gold，未校准tau。,明确SOCME分量/模长/三子级合成与电子结构/几何协议。,R10;LOCAL
property_calculation_advanced,property_calculation_advanced_016_anthracene_isc_rate,intersystem_crossing_rate,117000000.0,s^-1,log10,3.0,3.0,2.061,2.061,x,1016683.7022649732,13464364550.649897,72792370.3722646,188055422.9789966,protocol_definition_required,candidate_scale_choice,90分乘除1.607，零分乘除115.08；需要T1/T2及三子级、HT一致。文献极敏感性不等于此tau已验证。,独立能隙/振动/SOCME敏感性与完整通道协议、分数效用锚点。,R10
property_calculation_advanced,property_calculation_advanced_017_biacetyl_phosphorescence_rate,phosphorescence_rate,98.0,s^-1,log10,2.0,3.0,0.76,1.1400000000000001,x,17.03044812174388,1352.7765793108276,82.26707867890096,127.41661864726244,independent_calibration,candidate_preserves_old_asymmetry,左右0.76/1.14 decades非对称；零分支撑17.03–1352.78 s^-1。手册实验102为77 K，不能作为298 K同条件误差。,三triplet子级Boltzmann平均、298 K同协议结果、独立非对称宽度依据。,R10
property_calculation_advanced,property_calculation_advanced_018_anthracene_ht_contribution,herzberg_teller_contribution,100.0,percent,identity,10.0,1.0,10.0,1.0,x,90,101,99,100.1,definition_required,unchanged_domain_interpretation,若为非负FC/HT率的归一化百分数，应限定0–100；100.5当前得50。含干涉的贡献定义须另行说明，不能普遍假设上限。,归一化及干涉处理定义；据定义决定物理域，保留线性评分的单独域审查。,R10
property_calculation_advanced,property_calculation_advanced_019_acetophenone_isc_rate,intersystem_crossing_rate,28400000000.0,s^-1,log10,3.0,3.0,2.241,2.241,x,163049075.266881,4946731520432.186,16951898370.711647,47579331963.99527,protocol_definition_required,candidate_scale_choice,90分乘除1.675、零分乘除174.18；三子级求和gold有维护依据，具体log宽度无独立验证。,完整HT/子级/能隙/几何协议及独立误差锚点。,R10
property_calculation_advanced,property_calculation_advanced_020_azulene_internal_conversion_rate,internal_conversion_rate,382000000.0,s^-1,log10,3.0,3.0,3.0,3.0,x,382000,382000000000,191453523.245618,762190204.318112,independent_calibration,unchanged_log_width,90分约两倍误差，零分乘除1000；上下端相差百万倍并不等于相对gold百万倍。ORCA示例支持gold，未支持tau=3。,独立同协议误差与可接受数量级偏差；不能把显式溶剂缺失直接当随机误差。,R10
